tconst,directors,writers
tt0311823,nm1142372,\N
tt0312365,nm1127877,nm1127877
tt0312528,nm0919514,nm0317450;nm0073688;nm0541635;nm0769840
tt0312955,nm0951577,nm0951492
tt0313211,nm0031866,nm0098808
tt0313274,nm0707267,nm1367024;nm0857001
tt0313901,\N,\N
tt0314145,\N,\N
tt0315901,nm1031045,nm1347553
tt0315956,nm1161460,nm1059151
tt0316220,nm1165817,\N
tt0316598,nm0894745,\N
tt0317080,nm0008152,nm10635709
tt0317789,nm0151524,nm3259882;nm1901236
tt0317973,nm0045116,nm1901236
tt0318270,nm0742534,nm1313863;nm0185473;nm0742534
tt0318667,\N,nm2105829;nm2202552
tt0318751,nm0858235,nm2154515;nm0858235
tt0319357,nm1163036,\N
tt0319380,nm0802885,nm0315800
tt0319504,nm1180642,nm1180642;nm1883055;nm1148585
tt0319587,nm1030491,nm2749775;nm0453953;nm1182430
tt0319761,nm0602956,\N
tt0320116,nm0151546,\N
tt0320152,nm0496970,nm1185540
tt0320739,nm1184824,nm1184824
tt0322674,nm0813786,nm0519620;nm0688745
tt0322738,nm1202614,nm1202614
tt0323317,nm0136552,nm0136552;nm0951490
tt0323469,nm5981587,nm0392955;nm2282306
tt0324125,nm1197964,\N
tt0324514,nm0620132,nm0620132;nm0875489;nm0949013
tt0324554,nm0006476,nm0590813;nm0101625
tt0324618,nm1047690,nm0013487;nm1047690
tt0325266,nm0898507,nm0746889;nm1206688;nm1427517
tt0325269,nm0581903,nm0901663
tt0325409,\N,nm0717281
tt0325761,nm0507185,nm1418756;nm0507185
tt0325978,nm0765346,nm0765346
tt0326339,nm0023639,nm0255386;nm0960375
tt0327226,nm0046899;nm1212506,nm0046899;nm1212506
tt0327488,nm0453678,nm1165498
tt0327865,nm0413045,\N
tt0327916,nm0098803,nm0098803
tt0328531,nm0413045,nm0170401;nm0227062;nm0604679
tt0328815,nm0662032,nm0057864;nm0205301;nm0267537
tt0330030,nm1228549,nm1109069
tt0330524,nm0636088,nm0794298
tt0330872,nm1232314,nm1232314;nm1234487
tt0332194,nm1245382,nm8517438
tt0332460,nm1007293,nm0765728
tt0332596,nm0035229,nm0035229
tt0333034,nm1050026,nm1185355
tt0333105,nm1151372,nm0684313
tt0333343,nm1250829,nm1250829
tt0333394,nm1255278,\N
tt0333886,nm0555005,nm0555005
tt0334023,nm0944648,\N
tt0334141,nm1252366,nm1252366
tt0334700,\N,\N
tt0335192,nm0031875,nm0455827;nm0648782
tt0336025,nm1291183,nm1291183
tt0336176,nm1268861,\N
tt0336488,nm1271987,nm1271987
tt0336792,nm1057892,nm1057892
tt0336846,nm9770231,nm1618201;nm1127839;nm1236256;nm0959539
tt0336929,nm0072159,\N
tt0337993,nm1267647;nm1269947,nm1267647;nm1269947
tt0338748,nm1270958,\N
tt0339200,nm1272232,\N
tt0341502,nm0302201,\N
tt0342285,nm0185401,nm0185401
tt0342385,nm0757990,nm2688159
tt0342557,\N,nm1284030
tt0342802,nm0613600,nm0613600;nm0651519
tt0342814,nm0553206,nm0553206
tt0343214,nm0944648,\N
tt0345124,nm0039515,nm0214745;nm0447159;nm0876561
tt0345490,nm0482774,nm1028275;nm0482774
tt0345753,nm1291803,nm1292498;nm0357654;nm5777800
tt0345973,nm0901911,nm0901911
tt0347066,nm1301662,nm1301662
tt0347087,nm0375888,nm0375888
tt0347778,nm1251384;nm1251424,\N
tt0348057,nm0866365,nm0538715
tt0348185,nm0265750,nm14254213;nm0525729
tt0348596,nm0072693,nm0850547
tt0349096,nm0190615,nm0190615
tt0349247,nm0735879,nm0307408;nm0735879
tt0349512,nm0911048,nm0523781
tt0349517,nm1310521,nm1310521;nm1310384
tt0349588,nm0911048,\N
tt0350365,nm0911048;nm0943176,\N
tt0350717,nm1241444,nm1241444;nm0667669
tt0350792,nm1032377;nm1059344,nm5045329
tt0350804,nm0225935,nm0722882;nm0225935;nm0138676;nm0535670;nm0142453
tt0351270,\N,\N
tt0351407,nm1275830;nm1253784,\N
tt0352654,nm1320464,\N
tt0352707,nm0542339,nm3341894
tt0352779,nm1047690,nm0733394;nm0758370;nm0844928
tt0352783,nm0331495,nm1318456;nm0473998
tt0354914,nm1316323,\N
tt0355035,nm0910945;nm1328518,\N
tt0355036,nm0156926,nm13096696;nm13096695
tt0355052,nm1328012,nm1328012
tt0355209,nm0415852,nm0415852
tt0355263,nm1027882,\N
tt0356884,nm0379391,nm1044927;nm0739388
tt0357677,nm1338935,nm1338935
tt0358106,nm1315895,\N
tt0358373,nm1066229,nm1251708
tt0358704,nm0510724;nm0532791,nm0510724;nm0532791;nm0690411
tt0359063,nm0684314,nm0890864;nm0766162;nm0684314
tt0359225,nm0004915,nm0482511
tt0359469,nm0705043,nm0705043
tt0359783,nm0045116,nm1550223
tt0360053,nm1065126,\N
tt0360204,nm1042050,nm0532103;nm1042050
tt0360463,nm1164074,nm1164074;nm2152201
tt0361313,nm1187736,nm2598150
tt0361422,nm0541050,nm1380085
tt0361887,nm1347684,nm0251280;nm1347684;nm1356828
tt0361965,\N,\N
tt0362018,nm0235370,nm0235370;nm0752492
tt0362227,nm0000229,nm0629272;nm0315065;nm0622288
tt0362455,nm0473983,nm0473983
tt0364121,nm1364069,nm1364069
tt0364130,nm2760945,\N
tt0364347,nm1367698;nm1368161;nm1368275,nm1368161
tt0364507,nm2791131,\N
tt0364658,nm1629689,nm0418577;nm0434318
tt0364661,nm0224564,nm0224564
tt0364681,nm1221803,\N
tt0365907,nm0291082,nm0088747;nm0291082
tt0366173,nm0252849,\N
tt0366552,nm0049105,\N
tt0366852,nm0007667,\N
tt0366945,nm0852304,\N
tt0368114,nm1632999;nm1574256,\N
tt0368428,nm0482774,nm0898183
tt0368851,nm1386950,nm1386950
tt0368906,nm0865548,nm0443561;nm5471094
tt0370624,nm0866204,nm2833005;nm1294453
tt0370840,nm1593768,nm1338919;nm2811887;nm1029587;nm0137770
tt0370915,nm0757990,nm2688159
tt0370931,nm1393050,nm1079816;nm8472072
tt0371367,nm1048574,\N
tt0371559,\N,\N
tt0371623,nm1287619,nm1287619
tt0371966,nm0830844,nm0648618
tt0372363,nm0122223,\N
tt0372847,nm1399494,\N
tt0373158,nm1203304,nm1171048;nm1407497
tt0373173,nm1159626,nm1159626
tt0373472,nm0381810,nm0022788;nm0381810;nm0549025
tt0373882,nm0757990,nm0652059
tt0374103,nm1411059,nm1411059;nm1412577
tt0374869,nm1246885,nm5308578
tt0374928,nm1287140,\N
tt0375636,nm0523502,\N
tt0375929,nm1420760,nm1420760
tt0376200,nm0023639,nm0023639;nm0438810
tt0377083,nm1205561,nm1205561
tt0377397,nm0882538,nm0618915;nm0882538
tt0377692,nm1218108,nm1244992
tt0378071,nm7113817;nm16770327,nm0417558;nm0436804;nm0438653;nm0442657;nm0755997;nm0795652
tt0378116,nm1304118,nm1802669
tt0378342,nm1246885,nm1802669
tt0378606,nm0698178,nm0698178
tt0378973,nm0749634,nm0749634
tt0379484,nm0875030,nm0475625;nm0875030
tt0379502,nm0905561,\N
tt0379561,nm0000425,nm0000425
tt0379930,nm0213409,nm0154315;nm0213409
tt0380381,nm1450316,nm0814281
tt0380811,nm0513617,nm0827976
tt0381034,nm1454063,nm1453870;nm1454063;nm1455981
tt0381228,nm0622350,nm6216983;nm1665156
tt0381525,nm1980675,\N
tt0382532,nm0464526,nm0196496;nm0464526
tt0384991,nm0457565,nm0457565
tt0385036,nm0688093,nm3393155;nm3667647;nm1737442;nm1876309
tt0386667,nm1029611,nm1029611;nm0936278
tt0387303,nm1065701,nm1090239
tt0387629,nm0302619,nm0836825;nm1488599
tt0388829,nm1497579,nm1497579
tt0388984,nm0541097,\N
tt0389451,nm0445844,nm0445844
tt0390128,nm0145713,\N
tt0390525,nm0632560,\N
tt0390858,\N,nm0202540;nm0220804;nm0220805
tt0390939,\N,nm13499381
tt0391222,nm0065926,nm0065926
tt0391766,nm1512447,\N
tt0391970,nm0327646,nm12795902
tt0392175,nm0765494,nm0765494
tt0392478,nm0883389,\N
tt0393074,nm0327646,nm0327646
tt0393454,nm0016060,\N
tt0393804,nm0786038,nm0080320
tt0393897,nm0228625,\N
tt0395556,nm1394039,nm1349003
tt0395631,nm0056007,nm1545980;nm0170127;nm0001094
tt0396637,nm0903563,nm0834818;nm0903563
tt0396781,nm1532126;nm0581903,nm0737400
tt0398185,\N,\N
tt0399516,nm1561222,\N
tt0399913,nm1547811,nm1149697
tt0400264,nm1048574,nm2881208;nm1028275
tt0401394,nm0201801,nm1804369
tt0401762,nm0784040,nm0784040
tt0402039,nm0050526,nm0050526
tt0402607,nm0707382,nm2170955;nm0707382
tt0404401,nm0230479,nm0230479
tt0404755,nm1637782,nm1637782
tt0405069,nm8662733,nm8662735
tt0405152,nm1109329,nm1109329
tt0405676,nm0001873,nm0001873;nm0913014
tt0405838,nm0219369,nm0219369
tt0407003,nm1595261,nm0453389;nm1069598
tt0407300,nm0904623,nm1537759;nm0844472
tt0407338,nm0002189,nm0548151
tt0407872,nm0205829,nm0781261
tt0408209,nm0506346,nm0506346
tt0409074,nm1412254,\N
tt0409097,\N,\N
tt0411753,nm0808807,nm0122899;nm0871956
tt0411900,nm0762517,nm0762517
tt0413234,nm0117626,nm0013193;nm0117626
tt0413677,nm0347890,nm0876561
tt0413681,nm0443600,nm1628396
tt0414075,nm1642228,nm1602485
tt0414798,nm0870817,nm1652169
tt0416206,nm1281877,nm1281877;nm1646469
tt0417056,nm1659908;nm0358175,nm1672154;nm1672215
tt0417106,nm1352172,nm2363288;nm0893128;nm1352172
tt0417243,nm0875354,nm0875354
tt0418081,nm0641300,nm1045417
tt0418257,nm1667643,\N
tt0418689,nm0000142,nm0115310;nm0353673;nm1669383;nm0694612
tt0418813,nm0158029,\N
tt0418819,nm0001681,nm0001681
tt0419173,nm1426438,nm1426438
tt0419279,nm0740213,nm0740213
tt0419837,nm0437608,nm1069407
tt0420132,nm0840536,nm0840536
tt0420344,nm0653200,nm0407633;nm0653200;nm0678205
tt0420971,nm0646179,nm0646179
tt0422066,nm1628316,nm9228577;nm1699870
tt0422067,nm1707424;nm13711848;nm0616725;nm1412632;nm1699864,nm1699864
tt0422462,nm1721795,nm1721795;nm1087024
tt0423368,nm1697298,nm1697298
tt0423605,nm0347890,nm0347890
tt0423859,nm0032205,nm0032205
tt0424438,nm1665927,nm1665927
tt0425195,nm1623978,nm1623978
tt0425419,nm0406728,nm10219832;nm1729379;nm0851225
tt0425531,nm0858235,nm1088936;nm0858235
tt0426582,nm0875367,nm0875367
tt0427363,nm0513485,nm2207388;nm0961306;nm0513485;nm0000636;nm0892306
tt0427580,nm1760798,nm1764406;nm1760798
tt0427711,nm1741491;nm1743319;nm0773168,nm1741491;nm1743319;nm0773168
tt0428054,nm0781261,nm0951304
tt0429054,nm1896574,\N
tt0429269,nm0348624,nm0348624;nm0586490
tt0430524,nm0342041,\N
tt0430734,nm1283521,nm0470375
tt0432867,nm0007855,nm0793084;nm0847244
tt0433350,nm0110654,nm1768324;nm1768318;nm0110654
tt0433923,nm0149193,nm1237124
tt0433963,nm0801916,nm0458955;nm0801916
tt0433974,nm0351411,nm0654807
tt0435385,nm1788061;nm0155320,nm1788061;nm2606683
tt0435647,nm0085130,nm0896883
tt0435754,nm1058717,nm1191791;nm1058717;nm1195212
tt0436084,nm1887633,nm1882043;nm1887633;nm1881774
tt0436171,nm0879755;nm0003226,nm0613600
tt0436435,nm1785653;nm1327673;nm1783720,\N
tt0436590,nm0874096,\N
tt0437268,nm1791057;nm1618183,\N
tt0437447,nm0955443,nm0955443;nm1802940;nm0910841
tt0438038,nm0483944,nm0771984
tt0438260,nm0533048,nm0352026
tt0439156,nm0665056,nm0144748;nm0535096
tt0439575,nm0236831,nm0236831;nm1662196
tt0439874,nm1604375,nm1604375
tt0440016,nm0659380,nm0659380;nm1481729;nm1323871
tt0440074,nm0807979,nm1219744;nm0746889;nm0807979;nm2534387
tt0440560,nm2819213,nm0746889
tt0441357,nm0549838,nm0549838;nm2029718
tt0441620,nm1287140,nm1287140;nm2170032
tt0441960,nm1898457,nm1898117
tt0442320,nm0162504,nm1833715;nm0162504
tt0442487,nm2983456,nm2933430;nm1345519;nm2983456
tt0443059,nm0643282,nm0643282
tt0443097,nm0361518,\N
tt0444665,nm0099901;nm0682176,nm0381810;nm0636499
tt0445029,nm1834279;nm1292397,nm1834279;nm1292397;nm0548015
tt0445322,nm0497379,nm0438064
tt0445473,nm0879772,nm0708835;nm1729379
tt0445776,nm0233919,nm0233919;nm0021283;nm1845380;nm1847057;nm0576830;nm0617737
tt0446916,nm1856692,nm1856692
tt0448075,nm0828099,nm0560945;nm0027501;nm0828099
tt0448551,nm0533048,nm1135126;nm0711679
tt0448921,nm1854850,\N
tt0448927,nm0276899,nm1557852;nm1095510;nm0266045;nm0276899;nm0296604;nm0340012
tt0449511,nm1134182,nm1840965;nm1363396;nm0427595;nm9551033;nm1838604
tt0449951,nm1436693,nm1436693;nm1822556
tt0450128,nm0673754,nm2860222;nm1031946;nm0673754
tt0450369,nm1000233,\N
tt0450804,nm0735686,\N
tt0451102,nm1032754,nm1032754;nm1626482
tt0451875,nm0569980,nm0569980
tt0452175,nm1550903,\N
tt0453211,nm0497379,nm0911099
tt0453233,nm0145713,\N
tt0453385,nm0082914,nm0082914;nm0585931
tt0454919,nm0814517,nm0475905;nm0000127;nm1242522
tt0455299,nm0696387,nm1863126;nm15569975
tt0455307,nm0523701,nm1906519
tt0455442,nm0957995,nm0957995
tt0455507,nm0281830,nm0281830
tt0457353,nm0414985,nm0107200
tt0458003,nm1912709,nm1914975;nm1916455
tt0458096,nm0061850,nm0061850;nm1864404
tt0460043,nm0433657,nm0433657;nm1749071;nm1516241
tt0460430,nm1921787,nm1921787
tt0461539,nm0372087,nm0191287;nm0372087
tt0461835,\N,\N
tt0464131,nm1950179,nm1950179;nm1950510
tt0465140,nm0380547,nm0328000;nm0334839;nm1018431
tt0465402,nm1287140,\N
tt0466802,nm0595543,nm0248378;nm0595543
tt0468802,nm1193096;nm1973415,nm1193096
tt0469073,nm1973295,nm1973295
tt0469135,nm0123009;nm1729116,nm1973896
tt0471084,nm1593768,nm1338919
tt0471141,nm0284544,nm0284544
tt0472721,nm0645583,nm0882667
tt0472784,nm1662685,nm1992981
tt0472917,nm0680037,nm0238276
tt0473623,nm2000530,nm0306630;nm2000530
tt0473638,nm0578985,nm1825203;nm0578985;nm1846000
tt0474372,nm0135781,\N
tt0474654,nm0529903,nm0529903
tt0477022,nm0633394,nm0321973
tt0477474,nm0356338,nm0356338
tt0477861,nm0276532,nm0276532
tt0477864,nm0706740,\N
tt0478187,nm0071123,nm0071123;nm0159383
tt0478365,nm0754050,nm0098573;nm0754050
tt0478548,nm0205844,nm0205844;nm1615033;nm1963966
tt0478693,nm0347728,nm0347728
tt0478763,nm1054692,nm0919258;nm0447963;nm2030525
tt0479254,nm0437008,nm0437008
tt0479368,nm1316009,\N
tt0480005,nm2037299,nm2037299
tt0481662,nm0570332;nm2039755,nm0570332;nm2039755
tt0483191,\N,\N
tt0484357,nm1109650,nm1109650;nm4760798;nm1247284;nm1247297
tt0486220,nm0167008,nm0548942;nm0862846;nm0167008
tt0486617,nm2075160;nm0253440;nm1777588;nm2073381;nm1285920;nm1887741;nm1110570;nm2074155;nm2077369;nm0757217;nm2085977,nm0253440;nm0522454;nm0757217;nm0800731;nm1636956;nm1717541;nm1777588;nm2073381;nm2074155;nm2075160;nm2077369;nm2090419
tt0488759,nm0344930,nm0051304
tt0490079,nm2025553,nm2104745;nm2025553
tt0490604,nm0945169,nm0945169
tt0492000,nm0866112,nm1802680
tt0492499,nm0544055;nm0804887,nm0544055;nm0804887
tt0492637,nm0610789,nm0610789
tt0493824,nm2128244,nm1453457;nm2130071
tt0494253,nm2092872,nm2092872
tt0494959,nm0433657,nm0433657
tt0495829,nm2143347;nm2144362,nm2143347;nm2144362
tt0495851,nm1028275,nm0746889
tt0496055,nm1527112,nm1527112
tt0496386,nm2679579;nm1837867,nm2679579;nm2145235
tt0497045,nm2002697,nm2002697;nm1853156
tt0497453,nm3033138,nm0135890;nm0204811
tt0497793,nm0549838,nm0419494
tt0497887,nm2157413,nm2157413
tt0498362,nm0933604,nm1631158
tt0756345,nm1523072,nm1523072
tt0757146,nm1171770,nm2885048;nm1171770;nm2352372
tt0759658,nm0656494,\N
tt0760180,nm1070766;nm0764640,nm1070766
tt0760230,nm1936862,nm1944302;nm1936862
tt0764802,nm1347881,nm2952964
tt0765251,nm0691748,nm0241416;nm0691748
tt0765437,nm1083116,nm2180934;nm1083116
tt0772796,nm0854578,nm0854578;nm1246258
tt0777866,nm0575721,\N
tt0778051,nm1011907,nm1011907
tt0778600,nm0865694,nm2205225;nm0865694
tt0778899,nm0370569,nm0370569;nm2208212
tt0779262,nm1645391,nm1645391
tt0780158,nm1177710;nm1280121,nm1177710
tt0780552,nm0852019,nm2206326;nm0755295
tt0783598,nm1415540,nm0003529;nm0691935
tt0783713,nm2217400,nm2217400
tt0787109,nm0145527,nm2375772
tt0788246,nm1543911,nm1543911
tt0790810,nm2222960,nm2223189;nm2228364;nm2222960
tt0795361,nm0006799,nm0006799;nm0307523;nm0541555
tt0797096,nm1802292,nm1802292;nm2253328
tt0798898,nm1060510,\N
tt0800248,nm0769349,nm0513186;nm0769349
tt0803100,nm0228542,nm0228542;nm0728894;nm0902149
tt0808139,nm1847677,nm2991778;nm1847677;nm2992406
tt0808406,nm2274791,\N
tt0811160,nm2284436,\N
tt0813391,nm2289695,nm2289695
tt0814365,nm1488800,nm1488800
tt0814761,nm0894439,nm0894439
tt0816107,nm0244561,nm0244561;nm1066114;nm1167494
tt0816539,nm1394062,nm1394062;nm2033655;nm1427978;nm1433435
tt0816544,nm0006774,nm1341278;nm0006774
tt0818534,nm2311713,nm2306687;nm2311713
tt0820879,nm2077396,nm2302096
tt0821473,nm1100969,nm1100969
tt0821479,nm1982295,nm0947304
tt0822845,nm0739509,nm2312101
tt0826039,nm0523665,\N
tt0826099,nm0158638,nm2324038;nm2829168;nm0158638;nm2321554;nm2323859
tt0826646,nm1401169,nm1401169
tt0829439,nm2329303,nm2329303
tt0833438,nm0754832,nm0503171;nm0754832;nm1442756
tt0833614,nm0579938,nm0579938
tt0834160,nm0420572;nm0125367,nm0125367;nm0420572
tt0835876,nm1089985,nm1472530;nm1089985;nm1396018
tt0842549,nm0825523,nm2084431
tt0847764,nm0132981,nm0293997;nm0493857
tt0853096,nm1235949,nm1235949;nm1369886;nm2967675
tt0854160,nm2197845;nm2376359,nm2197845;nm2376359
tt0860929,nm0046995,nm0151874;nm1540935
tt0867343,nm0381076,\N
tt0867595,nm0875448,nm0875448;nm0913817
tt0870967,nm1012219,nm2403931;nm2403193;nm1393925
tt0870992,nm0407332,\N
tt0871509,nm0954437,nm0954437;nm0756696;nm2399171
tt0872231,nm0701285,nm0701285
tt0873626,nm0674751,\N
tt0886476,nm1897444,nm1911164
tt0888496,nm0350126;nm0804535,nm0134066;nm0350126
tt0896573,nm0323502,nm1001188
tt0896923,nm0412465,nm0695609;nm0131702
tt0900954,nm2744806,nm8479560
tt0902282,nm2343716,nm2458183;nm2459279;nm2343716;nm2343728
tt0906031,nm1412254,\N
tt0915462,nm2477771;nm2477059;nm2480542,nm2477771;nm2477059;nm2480542
tt0922950,nm0535957,nm0078184
tt0923019,nm0712304,\N
tt0926114,nm0211158,\N
tt0927628,nm0009414,nm0009414
tt0928022,nm0207107,\N
tt0933148,nm0175882,\N
tt0938518,nm0827981,nm0078184
tt0938723,nm1301712,\N
tt0943298,nm0307392,\N
tt0944205,nm0222280,nm2136343;nm0706430
tt0945327,nm0056055,nm0056055
tt0949428,nm1412254,nm2526778
tt0949898,nm0031700,\N
tt0950681,nm2528230,\N
tt0950757,nm1876864,nm1876864;nm2531394
tt0951327,nm0033102,\N
tt0960100,nm2552674;nm1278044,\N
tt0962572,nm0368690,nm0368690
tt0962756,nm1838841,nm1838841;nm1930683
tt0965235,nm2564117,nm2562650
tt0965427,nm0013010,nm0013010;nm2120211;nm4545827
tt0965509,nm0411866,nm0411866
tt0969348,nm0399520,nm0399520
tt0969694,nm1981808,nm1429305;nm1347493;nm1981808
tt0976027,nm1597634,\N
tt0981363,nm1085812,nm2588803;nm1085812
tt0983241,nm1323010,nm1323010
tt0988090,nm2145013,nm1228239;nm2145013
tt0989030,nm2594154,nm2594154
tt0989048,nm0261494,\N
tt0997171,nm0755718,nm0038271;nm2048962
tt10009218,\N,nm9107880
tt10011534,nm10328984;nm1295189,nm3997301;nm1295189;nm10328984;nm13056480
tt10012786,nm2127736,nm2127736
tt1001543,nm0407464,nm0407464;nm2417074
tt10021478,nm4996064,nm10548081;nm8026418;nm4996064;nm10548082
tt10022010,nm7147591,nm7147591;nm10548313;nm10548314
tt10027662,\N,nm0553778;nm6662712
tt10028818,nm5063098;nm5063035,nm10608818;nm10551693;nm5063035
tt1002978,nm0465669,nm0465669
tt1002993,nm1878506,nm2616465;nm0699700
tt10040392,nm0558149,nm0560556
tt10041170,\N,nm3447494;nm2228615
tt10043150,nm7166326,nm10556994;nm7166326;nm7950989
tt10063028,nm2357315,nm2153760
tt10066666,nm3210655,nm3210655
tt10078138,nm10571979,nm10571979
tt10081120,nm1164192,\N
tt1008903,nm2622009,nm2622009
tt10101296,nm10582139,nm10582264
tt1010435,nm1387613,nm1520917;nm1012277
tt10106616,nm2143782,nm2143782
tt10117050,\N,nm2308086
tt10122712,nm0411517,nm9414366;nm0411517
tt10136434,nm0322894,nm0503287
tt10146070,nm1033557,nm1033557
tt1014766,nm1879268,nm1879268
tt10156586,nm1835787,nm10608483;nm1835787
tt10157574,nm10608925,nm10608926
tt10159866,\N,\N
tt10174362,nm1411676,nm0329634;nm1411676
tt1018697,nm2023522,nm2023522
tt10187780,nm9909259,nm1802130
tt1018924,nm2634740,nm0148859;nm2638479;nm2634740
tt10189414,nm8271046,nm8271046
tt10195224,nm1302474,nm2336312
tt10195242,nm7216604,\N
tt10196532,nm2559521,\N
tt10199640,nm8921482,nm8921482;nm7099036
tt10201298,nm0644554,\N
tt1020946,nm2635911;nm0735304,nm2635911;nm0735304
tt10217578,nm0457554,\N
tt10236434,nm10645274,nm10645274
tt10255408,nm2215706,nm5680162
tt10258650,nm0994300,nm0464678
tt10263504,\N,\N
tt10277326,nm0316252,nm0316252
tt10281188,nm10160027,nm10160027
tt10283398,nm8587791,\N
tt1029134,nm0524108,nm1057737
tt10295298,nm1778060;nm4997650;nm4341114;nm9744786;nm8916402;nm1546474;nm7910304;nm0993783;nm2693408,nm1778060;nm4997650;nm9744786;nm6789910;nm1546474;nm7910304;nm2693408
tt10323172,\N,nm1452285
tt10324178,nm0031875,nm1144732;nm0440383
tt1033483,nm0169848,nm0169848
tt10341996,nm3224812,nm3224812
tt1035522,nm2011764,nm1522127;nm2011764
tt10359228,nm0462051,\N
tt10368012,\N,\N
tt10375094,nm2939522,nm2939522
tt10387818,nm0327466,nm0172181
tt10399086,nm10724413,nm10724413
tt10402300,nm0457554,\N
tt10410188,\N,nm10729660
tt10417846,\N,nm8156005
tt1041829,nm0281945,nm1095804
tt10423600,nm10734623,nm10734623
tt1042526,nm2673802,nm4869791;nm2673802
tt10427034,nm0706491,nm1150964;nm1311397
tt10427038,\N,\N
tt10433204,\N,\N
tt10443646,\N,\N
tt1045770,nm0003933,nm2681139
tt1045882,nm0863726,nm9918109
tt10464968,nm8181013,nm8181013
tt10467336,\N,\N
tt10467800,nm2585911,\N
tt1047006,\N,\N
tt10470528,\N,\N
tt10476870,nm10076543,nm10076697
tt10488782,nm4457074,nm5322975
tt10498388,\N,nm6671627
tt10499514,\N,\N
tt10500378,\N,\N
tt10500452,\N,\N
tt10500514,nm15795205,nm12209796;nm15795206;nm12209795
tt10507938,nm3786389,nm3786389
tt10515480,nm6682206;nm10780291,nm10594868;nm9959549
tt1051829,nm2689348,nm2691125
tt1052044,nm0651622,nm0651622
tt10522328,nm0176941,nm0176941
tt10526266,nm1921714,nm3308876;nm1050536
tt10533078,nm1995246,nm3557725;nm1995246;nm2294243
tt10534522,\N,\N
tt1053914,\N,\N
tt10540510,nm1482702,nm10792425;nm4189691
tt10557524,nm4595176,nm4595176
tt10559042,nm5751507,nm5751507
tt10559944,nm4424420,\N
tt1056411,nm0379113,nm0379113
tt1057892,nm1438059,nm1438059
tt10579432,\N,nm0259052
tt1057948,nm1167122,nm2701070
tt10583446,\N,nm8414463
tt10590148,nm10815419,\N
tt10605698,nm7131219,nm7131219
tt10608624,nm10823530,nm10823530
tt10616314,nm4658168,nm4658168
tt1063653,nm1272920,\N
tt1063660,nm1001319,nm3187007;nm2245274
tt1063670,nm0045622;nm0377400,\N
tt10645356,nm7698601,nm3015321;nm10847956;nm10847957
tt10662764,nm1319719,\N
tt10671328,nm13746186;nm10434370,nm10860654
tt10673868,nm8211214,nm8084594
tt10676080,nm0703265,\N
tt1067913,nm0127330,nm0127330
tt10682852,nm1335378,nm1270308
tt10685330,nm1828395;nm2902621,nm2902621
tt10691892,\N,\N
tt10703902,nm2680737,nm2680737
tt1070837,nm0779258,\N
tt1071877,nm1553785,nm2016247
tt10721500,nm4138657;nm4140262,\N
tt1072627,nm1151577,nm0960533
tt10726938,nm10876922,nm10876922
tt10728764,nm7050504,nm4474950;nm1992418;nm7050504
tt1073109,\N,nm1667095
tt10732598,nm0370553,\N
tt10738472,nm10406093,\N
tt1074560,nm0951508,\N
tt10746204,nm0644554,nm0644554
tt1075648,nm1280228,nm2721792
tt10761522,nm0841890,nm0434525;nm0841890
tt10767144,\N,\N
tt10775192,nm9614872,\N
tt10778874,nm0258581,nm0258581
tt10782946,nm0689258,nm0689258
tt10782970,\N,nm10750798;nm10965348;nm10759853
tt10789662,\N,\N
tt10791784,nm1807599,nm1807599
tt10794994,\N,\N
tt10795084,\N,\N
tt10799690,nm0236226,nm0860155;nm4468296
tt10799922,nm0767339,nm5940663;nm0767339
tt10800230,nm1008445,nm4704269
tt10800932,nm5455707,\N
tt10804106,nm10912029,nm10912029
tt10815452,nm10782687,nm10782687;nm3578545
tt1081928,nm2861582,nm0088747;nm0445380;nm2861582
tt10822602,nm7399302,\N
tt10827004,nm8803938,nm8201320
tt10839484,nm1061965,nm0032645;nm0093799;nm0707963;nm2596996;nm1176799
tt10846408,\N,\N
tt1084670,nm2746476,nm2746476
tt10849514,nm6011478,nm6011478
tt10855964,nm10935478,\N
tt1086695,nm0591310,nm0591310
tt1086786,nm2051179,nm2051179
tt1086867,nm0407464,nm2749787;nm2417074
tt10873326,nm10941711,\N
tt10875350,nm10942831,\N
tt1087898,nm2181149,nm1497218;nm2181149
tt10883194,nm0922752,nm0922752
tt10883296,\N,nm5512544
tt10889030,nm0258581,nm0258581
tt1089677,nm0586281,nm2757150;nm0620185
tt10896840,nm8818089,nm8818089
tt1090754,nm2361244;nm2756180,nm2757782;nm2361244;nm2756180;nm3094434;nm2756243;nm7595687
tt10910282,nm0438959,\N
tt10914488,nm9975572,nm10959338;nm10959343;nm9939204
tt10918410,nm0848881,nm1699902
tt10920562,nm1434730,nm1434730
tt10928774,nm10559813,\N
tt1093394,nm0867268,nm0960709
tt10935014,nm5420580,nm5420580
tt10937110,nm0440617,nm0440617
tt10950040,nm8392969,nm8392969
tt10955192,nm6655093,nm6655093
tt10969622,nm0071537,nm0071537
tt10981070,nm8760107,nm8760107;nm8373359
tt10983956,nm10988565,nm10988565
tt10990768,nm11002276,nm11002280
tt10993838,nm9325150,nm9325150
tt1099932,nm2772318,\N
tt11003228,nm0196930,nm1626985
tt11007176,nm10221978,nm6808187;nm10221978
tt1101646,nm1570342;nm2775613,\N
tt11026860,nm0593014,nm0651519;nm0793881
tt11035256,nm0840573,\N
